source_id,source_sha256,source_sheet,source_row,source_cell_range,category,product,strength,size,total_mg,formulary_base_price,formulary_patient_pricing_plus_10,formulary_tier_1_minus_10,formulary_tier_2_minus_20,formulary_tier_3_minus_30,formulary_patient_price_formula,formulary_tier_1_formula,formulary_tier_2_formula,formulary_tier_3_formula,telehealth_sheet_row,telehealth_base_price,telehealth_tier_1_minus_30,telehealth_tier_2_minus_40,telehealth_tier_3_minus_50,telehealth_tier_1_formula,telehealth_tier_2_formula,telehealth_tier_3_formula
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,12,A12:J12,Weight Management - Oral,Bupropion/Naltrexone MR Capsules,90mg/12mg,Each,-,1.4,1.54,1.26,1.12,0.98,"IF(ISNUMBER(F12),F12*1.1,""Call for info"")","IF(ISNUMBER(F12),F12*0.9,""Call for info"")","IF(ISNUMBER(F12),F12*0.8,""Call for info"")","IF(ISNUMBER(F12),F12*0.7,""Call for info"")",21,1.4,0.98,0.84,0.7,"IF(ISNUMBER(E21),E21*(1-$B$6),""Call for info"")","IF(ISNUMBER(E21),E21*(1-$B$7),""Call for info"")","IF(ISNUMBER(E21),E21*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,13,A13:J13,Weight Management - Oral,Bupropion/Naltrexone MR Capsules,180mg/12mg,Each,-,1.5,1.65,1.35,1.2,1.05,"IF(ISNUMBER(F13),F13*1.1,""Call for info"")","IF(ISNUMBER(F13),F13*0.9,""Call for info"")","IF(ISNUMBER(F13),F13*0.8,""Call for info"")","IF(ISNUMBER(F13),F13*0.7,""Call for info"")",22,1.5,1.05,0.9,0.75,"IF(ISNUMBER(E22),E22*(1-$B$6),""Call for info"")","IF(ISNUMBER(E22),E22*(1-$B$7),""Call for info"")","IF(ISNUMBER(E22),E22*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,14,A14:J14,Weight Management - Oral,Naltrexone Low Dose Capsules,"1mg, 1.5mg, 3mg, 4.5mg",Each,-,1.0,1.1,0.9,0.8,0.7,"IF(ISNUMBER(F14),F14*1.1,""Call for info"")","IF(ISNUMBER(F14),F14*0.9,""Call for info"")","IF(ISNUMBER(F14),F14*0.8,""Call for info"")","IF(ISNUMBER(F14),F14*0.7,""Call for info"")",23,1,0.7,0.6,0.5,"IF(ISNUMBER(E23),E23*(1-$B$6),""Call for info"")","IF(ISNUMBER(E23),E23*(1-$B$7),""Call for info"")","IF(ISNUMBER(E23),E23*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,15,A15:J15,Weight Management - Oral,Semaglutide Susp,4mg/ml,10ml,40mg,123.0,135.3,110.7,98.4,86.1,"IF(ISNUMBER(F15),F15*1.1,""Call for info"")","IF(ISNUMBER(F15),F15*0.9,""Call for info"")","IF(ISNUMBER(F15),F15*0.8,""Call for info"")","IF(ISNUMBER(F15),F15*0.7,""Call for info"")",24,123,86.1,73.8,61.5,"IF(ISNUMBER(E24),E24*(1-$B$6),""Call for info"")","IF(ISNUMBER(E24),E24*(1-$B$7),""Call for info"")","IF(ISNUMBER(E24),E24*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,16,A16:J16,Weight Management - Oral,Semaglutide Susp,4mg/ml,15ml,60mg,133.0,146.3,119.7,106.4,93.1,"IF(ISNUMBER(F16),F16*1.1,""Call for info"")","IF(ISNUMBER(F16),F16*0.9,""Call for info"")","IF(ISNUMBER(F16),F16*0.8,""Call for info"")","IF(ISNUMBER(F16),F16*0.7,""Call for info"")",25,133,93.1,79.8,66.5,"IF(ISNUMBER(E25),E25*(1-$B$6),""Call for info"")","IF(ISNUMBER(E25),E25*(1-$B$7),""Call for info"")","IF(ISNUMBER(E25),E25*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,17,A17:J17,Weight Management - Oral,Semaglutide Susp,8mg/ml,10ml,80mg,136.0,149.6,122.4,108.8,95.2,"IF(ISNUMBER(F17),F17*1.1,""Call for info"")","IF(ISNUMBER(F17),F17*0.9,""Call for info"")","IF(ISNUMBER(F17),F17*0.8,""Call for info"")","IF(ISNUMBER(F17),F17*0.7,""Call for info"")",26,136,95.2,81.6,68,"IF(ISNUMBER(E26),E26*(1-$B$6),""Call for info"")","IF(ISNUMBER(E26),E26*(1-$B$7),""Call for info"")","IF(ISNUMBER(E26),E26*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,18,A18:J18,Weight Management - Oral,Semaglutide Susp,8mg/ml,15ml,120mg,154.0,169.4,138.6,123.2,107.8,"IF(ISNUMBER(F18),F18*1.1,""Call for info"")","IF(ISNUMBER(F18),F18*0.9,""Call for info"")","IF(ISNUMBER(F18),F18*0.8,""Call for info"")","IF(ISNUMBER(F18),F18*0.7,""Call for info"")",27,154,107.8,92.4,77,"IF(ISNUMBER(E27),E27*(1-$B$6),""Call for info"")","IF(ISNUMBER(E27),E27*(1-$B$7),""Call for info"")","IF(ISNUMBER(E27),E27*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,19,A19:J19,Weight Management - Oral,Semaglutide Troche,0.5mg,30,-,75.0,82.5,67.5,60,52.5,"IF(ISNUMBER(F19),F19*1.1,""Call for info"")","IF(ISNUMBER(F19),F19*0.9,""Call for info"")","IF(ISNUMBER(F19),F19*0.8,""Call for info"")","IF(ISNUMBER(F19),F19*0.7,""Call for info"")",28,75,52.5,45,37.5,"IF(ISNUMBER(E28),E28*(1-$B$6),""Call for info"")","IF(ISNUMBER(E28),E28*(1-$B$7),""Call for info"")","IF(ISNUMBER(E28),E28*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,20,A20:J20,Weight Management - Oral,Semaglutide Troche,1mg,30,-,85.0,93.5,76.5,68,59.5,"IF(ISNUMBER(F20),F20*1.1,""Call for info"")","IF(ISNUMBER(F20),F20*0.9,""Call for info"")","IF(ISNUMBER(F20),F20*0.8,""Call for info"")","IF(ISNUMBER(F20),F20*0.7,""Call for info"")",29,85,59.5,51,42.5,"IF(ISNUMBER(E29),E29*(1-$B$6),""Call for info"")","IF(ISNUMBER(E29),E29*(1-$B$7),""Call for info"")","IF(ISNUMBER(E29),E29*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,21,A21:J21,Weight Management - Oral,Semaglutide Troche,2mg,30,-,105.0,115.5,94.5,84,73.5,"IF(ISNUMBER(F21),F21*1.1,""Call for info"")","IF(ISNUMBER(F21),F21*0.9,""Call for info"")","IF(ISNUMBER(F21),F21*0.8,""Call for info"")","IF(ISNUMBER(F21),F21*0.7,""Call for info"")",30,105,73.5,63,52.5,"IF(ISNUMBER(E30),E30*(1-$B$6),""Call for info"")","IF(ISNUMBER(E30),E30*(1-$B$7),""Call for info"")","IF(ISNUMBER(E30),E30*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,22,A22:J22,Weight Management - Oral,Semaglutide Troche,3mg,30,-,120.0,132,108,96,84,"IF(ISNUMBER(F22),F22*1.1,""Call for info"")","IF(ISNUMBER(F22),F22*0.9,""Call for info"")","IF(ISNUMBER(F22),F22*0.8,""Call for info"")","IF(ISNUMBER(F22),F22*0.7,""Call for info"")",31,120,84,72,60,"IF(ISNUMBER(E31),E31*(1-$B$6),""Call for info"")","IF(ISNUMBER(E31),E31*(1-$B$7),""Call for info"")","IF(ISNUMBER(E31),E31*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,23,A23:J23,Weight Management - Oral,Semaglutide Troche,4mg,30,-,135.0,148.5,121.5,108,94.5,"IF(ISNUMBER(F23),F23*1.1,""Call for info"")","IF(ISNUMBER(F23),F23*0.9,""Call for info"")","IF(ISNUMBER(F23),F23*0.8,""Call for info"")","IF(ISNUMBER(F23),F23*0.7,""Call for info"")",32,135,94.5,81,67.5,"IF(ISNUMBER(E32),E32*(1-$B$6),""Call for info"")","IF(ISNUMBER(E32),E32*(1-$B$7),""Call for info"")","IF(ISNUMBER(E32),E32*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,24,A24:J24,Weight Management - Oral,Semaglutide Troche,6mg,30,-,140.0,154,126,112,98,"IF(ISNUMBER(F24),F24*1.1,""Call for info"")","IF(ISNUMBER(F24),F24*0.9,""Call for info"")","IF(ISNUMBER(F24),F24*0.8,""Call for info"")","IF(ISNUMBER(F24),F24*0.7,""Call for info"")",33,140,98,84,70,"IF(ISNUMBER(E33),E33*(1-$B$6),""Call for info"")","IF(ISNUMBER(E33),E33*(1-$B$7),""Call for info"")","IF(ISNUMBER(E33),E33*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,25,A25:J25,Weight Management - Oral,Semaglutide Troche,8mg,30,-,150.0,165,135,120,105,"IF(ISNUMBER(F25),F25*1.1,""Call for info"")","IF(ISNUMBER(F25),F25*0.9,""Call for info"")","IF(ISNUMBER(F25),F25*0.8,""Call for info"")","IF(ISNUMBER(F25),F25*0.7,""Call for info"")",34,150,105,90,75,"IF(ISNUMBER(E34),E34*(1-$B$6),""Call for info"")","IF(ISNUMBER(E34),E34*(1-$B$7),""Call for info"")","IF(ISNUMBER(E34),E34*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,26,A26:J26,Women's & Men's Health - Injection,Bi-mix Injection MDV (Papaverine HCL/Phentolamine Mesylate),Custom Available,5ml,-,125.0,137.5,112.5,100,87.5,"IF(ISNUMBER(F26),F26*1.1,""Call for info"")","IF(ISNUMBER(F26),F26*0.9,""Call for info"")","IF(ISNUMBER(F26),F26*0.8,""Call for info"")","IF(ISNUMBER(F26),F26*0.7,""Call for info"")",35,125,87.5,75,62.5,"IF(ISNUMBER(E35),E35*(1-$B$6),""Call for info"")","IF(ISNUMBER(E35),E35*(1-$B$7),""Call for info"")","IF(ISNUMBER(E35),E35*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,27,A27:J27,Women's & Men's Health - Injection,Progesterone 50mg/mL - commercial,50mg/ml,10ml,500mg,51.0,56.1,45.9,40.8,35.7,"IF(ISNUMBER(F27),F27*1.1,""Call for info"")","IF(ISNUMBER(F27),F27*0.9,""Call for info"")","IF(ISNUMBER(F27),F27*0.8,""Call for info"")","IF(ISNUMBER(F27),F27*0.7,""Call for info"")",36,51,35.7,30.6,25.5,"IF(ISNUMBER(E36),E36*(1-$B$6),""Call for info"")","IF(ISNUMBER(E36),E36*(1-$B$7),""Call for info"")","IF(ISNUMBER(E36),E36*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,28,A28:J28,Women's & Men's Health - Injection,Testosterone Cypionate Inj (sesame oil),200mg/ml,2ml,400mg,30.0,33,27,24,21,"IF(ISNUMBER(F28),F28*1.1,""Call for info"")","IF(ISNUMBER(F28),F28*0.9,""Call for info"")","IF(ISNUMBER(F28),F28*0.8,""Call for info"")","IF(ISNUMBER(F28),F28*0.7,""Call for info"")",37,30,21,18,15,"IF(ISNUMBER(E37),E37*(1-$B$6),""Call for info"")","IF(ISNUMBER(E37),E37*(1-$B$7),""Call for info"")","IF(ISNUMBER(E37),E37*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,29,A29:J29,Women's & Men's Health - Injection,Testosterone/Anastrozole Inj,200mg/1mg/ml,4ml,800mg/4mg,75.0,82.5,67.5,60,52.5,"IF(ISNUMBER(F29),F29*1.1,""Call for info"")","IF(ISNUMBER(F29),F29*0.9,""Call for info"")","IF(ISNUMBER(F29),F29*0.8,""Call for info"")","IF(ISNUMBER(F29),F29*0.7,""Call for info"")",38,75,52.5,45,37.5,"IF(ISNUMBER(E38),E38*(1-$B$6),""Call for info"")","IF(ISNUMBER(E38),E38*(1-$B$7),""Call for info"")","IF(ISNUMBER(E38),E38*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,30,A30:J30,Women's & Men's Health - Injection,Tri-mix Injection MDV (Papaverine HCL/Phentolamine Mesylate/Alprostadil),Custom Available,5ml,-,125.0,137.5,112.5,100,87.5,"IF(ISNUMBER(F30),F30*1.1,""Call for info"")","IF(ISNUMBER(F30),F30*0.9,""Call for info"")","IF(ISNUMBER(F30),F30*0.8,""Call for info"")","IF(ISNUMBER(F30),F30*0.7,""Call for info"")",39,125,87.5,75,62.5,"IF(ISNUMBER(E39),E39*(1-$B$6),""Call for info"")","IF(ISNUMBER(E39),E39*(1-$B$7),""Call for info"")","IF(ISNUMBER(E39),E39*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,31,A31:J31,Women's & Men's Health - Topical,"Hormone Cream (Estradiol, Estradiol/DHEA, Estradiol/Testosterone, Estriol, Testosterone)",Any,30 grams,-,49.0,53.9,44.1,39.2,34.3,"IF(ISNUMBER(F31),F31*1.1,""Call for info"")","IF(ISNUMBER(F31),F31*0.9,""Call for info"")","IF(ISNUMBER(F31),F31*0.8,""Call for info"")","IF(ISNUMBER(F31),F31*0.7,""Call for info"")",40,49,34.3,29.4,24.5,"IF(ISNUMBER(E40),E40*(1-$B$6),""Call for info"")","IF(ISNUMBER(E40),E40*(1-$B$7),""Call for info"")","IF(ISNUMBER(E40),E40*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,32,A32:J32,Women's & Men's Health - Topical,"Hormone Cream (Estradiol, Estradiol/DHEA, Estradiol/Testosterone, Estriol, Testosterone)",Any,60 grams,-,69.0,75.9,62.1,55.2,48.3,"IF(ISNUMBER(F32),F32*1.1,""Call for info"")","IF(ISNUMBER(F32),F32*0.9,""Call for info"")","IF(ISNUMBER(F32),F32*0.8,""Call for info"")","IF(ISNUMBER(F32),F32*0.7,""Call for info"")",41,69,48.3,41.4,34.5,"IF(ISNUMBER(E41),E41*(1-$B$6),""Call for info"")","IF(ISNUMBER(E41),E41*(1-$B$7),""Call for info"")","IF(ISNUMBER(E41),E41*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,33,A33:J33,Women's & Men's Health - Topical,"Hormone Cream (Estradiol, Estradiol/DHEA, Estradiol/Testosterone, Estriol, Testosterone)",Any,90 grams,-,89.0,97.9,80.1,71.2,62.3,"IF(ISNUMBER(F33),F33*1.1,""Call for info"")","IF(ISNUMBER(F33),F33*0.9,""Call for info"")","IF(ISNUMBER(F33),F33*0.8,""Call for info"")","IF(ISNUMBER(F33),F33*0.7,""Call for info"")",42,89,62.3,53.4,44.5,"IF(ISNUMBER(E42),E42*(1-$B$6),""Call for info"")","IF(ISNUMBER(E42),E42*(1-$B$7),""Call for info"")","IF(ISNUMBER(E42),E42*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,34,A34:J34,Women's & Men's Health - Suppository,Boric Acid,600mg,Each,-,1.0,1.1,0.9,0.8,0.7,"IF(ISNUMBER(F34),F34*1.1,""Call for info"")","IF(ISNUMBER(F34),F34*0.9,""Call for info"")","IF(ISNUMBER(F34),F34*0.8,""Call for info"")","IF(ISNUMBER(F34),F34*0.7,""Call for info"")",43,1,0.7,0.6,0.5,"IF(ISNUMBER(E43),E43*(1-$B$6),""Call for info"")","IF(ISNUMBER(E43),E43*(1-$B$7),""Call for info"")","IF(ISNUMBER(E43),E43*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,35,A35:J35,Women's & Men's Health - Suppository,Progesterone,call for info,call for info,-,Call for info,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(F35),F35*1.1,""Call for info"")","IF(ISNUMBER(F35),F35*0.9,""Call for info"")","IF(ISNUMBER(F35),F35*0.8,""Call for info"")","IF(ISNUMBER(F35),F35*0.7,""Call for info"")",44,Call for info,Call for info,Call for info,Call for info,"IF(ISNUMBER(E44),E44*(1-$B$6),""Call for info"")","IF(ISNUMBER(E44),E44*(1-$B$7),""Call for info"")","IF(ISNUMBER(E44),E44*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,36,A36:J36,Women's & Men's Health - Suppository,Sildenafil 25mg,25mg,Each,-,3.0,3.3,2.7,2.4,2.1,"IF(ISNUMBER(F36),F36*1.1,""Call for info"")","IF(ISNUMBER(F36),F36*0.9,""Call for info"")","IF(ISNUMBER(F36),F36*0.8,""Call for info"")","IF(ISNUMBER(F36),F36*0.7,""Call for info"")",45,3,2.1,1.8,1.5,"IF(ISNUMBER(E45),E45*(1-$B$6),""Call for info"")","IF(ISNUMBER(E45),E45*(1-$B$7),""Call for info"")","IF(ISNUMBER(E45),E45*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,37,A37:J37,Women's & Men's Health - Oral,Anastrozole Capsule,"0.1mg, 0.25mg, 1mg",Each,-,1.33,1.463,1.197,1.064,0.931,"IF(ISNUMBER(F37),F37*1.1,""Call for info"")","IF(ISNUMBER(F37),F37*0.9,""Call for info"")","IF(ISNUMBER(F37),F37*0.8,""Call for info"")","IF(ISNUMBER(F37),F37*0.7,""Call for info"")",46,1.33,0.931,0.798,0.665,"IF(ISNUMBER(E46),E46*(1-$B$6),""Call for info"")","IF(ISNUMBER(E46),E46*(1-$B$7),""Call for info"")","IF(ISNUMBER(E46),E46*(1-$B$8),""Call for info"")"
SRC-003,f17b923ba37e1b62a9d7c19be4ff29799a05189d36e59874f78b08d8998d5d0c,Formulary Pricing,38,A38:J38,Women's & Men's Health - Oral,Anastrozole/Clomiphene Capsule,0.2mg/25mg,30 days,-,52.0,57.2,46.8,41.6,36.4,"IF(ISNUMBER(F38),F38*1.1,""Call for info"")","IF(ISNUMBER(F38),F38*0.9,""Call for info"")","IF(ISNUMBER(F38),F38*0.8,""Call for info"")","IF(ISNUMBER(F38),F38*0.7,""Call for info"")",47,52,36.4,31.2,26,"IF(ISNUMBER(E47),E47*(1-$B$6),""Call for info"")","IF(ISNUMBER(E47),E47*(1-$B$7),""Call for info"")","IF(ISNUMBER(E47),E47*(1-$B$8),""Call for info"")"
